player_id,bat_matches,bat_innings,bat_runs,bat_highest,bat_average,bat_strike_rate,bat_100s,bat_50s,bat_4s,bat_6s,bowl_matches,bowl_innings,bowl_wickets,bowl_average,bowl_economy,bowl_best,catches,run_outs,stumpings,source
PLY0246,88,70,373,12,5.33,111.09,0,0,38,23,88,64,12,11.53,7.05,3/19,22,3,0,curated
PLY0247,116,100,659,18,6.6,117.98,0,1,76,50,116,93,20,12.54,7.58,4/24,38,6,0,curated
PLY0248,146,136,1084,25,7.97,125.48,0,1,141,98,146,130,33,13.64,8.15,5/31,59,10,0,curated
PLY0249,124,109,757,20,6.95,119.89,0,1,90,60,124,103,23,12.82,7.73,4/26,43,7,0,curated
PLY0250,82,64,322,11,5.04,109.47,0,0,31,18,82,58,10,11.29,6.93,3/17,20,3,0,curated
PLY0251,53,38,486,24,12.79,70.05,0,0,41,21,0,0,0,0,0,0/0,9,1,0,curated
PLY0252,90,72,1114,37,15.48,75.1,0,1,114,70,0,0,0,0,0,0/0,23,3,0,curated
PLY0253,61,45,602,27,13.39,71.16,0,0,53,29,0,0,0,0,0,0/0,11,1,0,curated
PLY0254,62,46,618,27,13.45,71.29,0,0,55,30,0,0,0,0,0,0/0,12,1,0,curated
PLY0255,155,148,2993,68,20.22,83.98,1,4,405,285,0,0,0,0,0,0/0,66,11,0,curated
PLY0256,156,149,3021,68,20.28,84.08,1,4,410,289,0,0,0,0,0,0/0,66,11,0,curated
PLY0257,126,112,2025,53,18.08,79.97,0,3,244,163,0,0,0,0,0,0/0,44,7,7,curated
PLY0258,102,85,1390,42,16.36,76.74,0,2,151,95,0,0,0,0,0,0/0,30,5,5,curated
PLY0259,68,51,707,29,13.88,72.08,0,1,65,36,0,0,0,0,0,0/0,14,2,2,curated
PLY0260,106,89,1479,44,16.63,77.24,0,2,163,104,0,0,0,0,0,0/0,32,5,5,curated
PLY0261,116,100,1739,49,17.4,78.68,0,2,201,132,0,0,0,0,0,0/0,38,6,6,curated
PLY0262,101,84,1370,42,16.31,76.65,0,2,148,94,0,0,0,0,0,0/0,29,4,4,curated
PLY0263,126,112,2025,53,18.09,79.98,0,3,244,163,126,105,21,13.64,8.77,4/27,44,7,0,curated
PLY0264,139,128,2440,59,19.07,81.82,1,3,311,213,139,121,26,14.26,9.02,5/29,53,9,0,curated
PLY0265,139,127,2415,59,19.02,81.72,1,3,307,210,139,121,23,16.19,8.84,5/29,53,9,0,curated
PLY0266,66,49,671,28,13.71,71.76,0,1,61,34,66,43,6,10.9,7.62,2/14,13,2,0,curated
PLY0267,131,118,1731,44,14.68,75.95,0,2,213,144,131,111,23,13.88,8.86,4/28,48,8,0,curated
PLY0268,68,51,571,23,11.21,68.74,0,0,52,29,68,45,6,11.0,7.66,2/14,14,2,0,curated
PLY0269,102,85,507,15,5.97,114.58,0,0,55,35,102,78,14,12.57,8.32,3/22,30,5,0,curated
PLY0270,100,83,487,15,5.87,114.01,0,0,52,33,100,76,13,12.47,8.27,3/21,29,4,0,curated
PLY0271,122,107,735,19,6.88,119.51,0,1,87,58,122,100,20,13.48,8.7,4/26,42,7,0,curated
PLY0272,71,54,246,9,4.56,106.85,0,0,23,13,71,48,7,11.16,7.73,2/15,15,2,0,curated
PLY0273,88,70,373,12,5.33,111.07,0,0,38,23,88,64,10,11.93,8.05,3/19,22,3,0,curated
PLY0274,87,69,363,12,5.27,110.76,0,0,36,22,87,63,10,11.87,8.02,3/18,22,3,0,curated
PLY0275,55,39,148,7,3.81,102.8,0,0,12,6,55,34,5,10.31,6.41,2/12,9,1,0,curated
PLY0276,153,145,1199,27,8.28,127.14,0,1,161,113,153,140,37,13.88,8.28,5/32,64,11,0,curated
PLY0277,57,41,159,7,3.9,103.25,0,0,13,7,57,36,5,10.38,6.45,2/12,10,1,0,curated
PLY0278,47,33,114,6,3.48,100.98,0,0,9,4,47,28,4,10.04,6.28,2/10,7,1,0,curated
PLY0279,116,100,661,18,6.62,118.09,0,1,76,50,116,94,21,12.55,7.59,4/25,38,6,0,curated
PLY0280,63,46,192,8,4.19,104.86,0,0,17,9,63,41,6,10.61,6.57,2/14,12,1,0,curated
PLY0281,155,148,2987,67,20.19,83.91,1,4,403,284,0,0,0,0,0,0/0,65,11,0,curated
PLY0282,47,33,407,22,12.35,69.23,0,0,33,16,0,0,0,0,0,0/0,7,1,0,curated
PLY0283,82,64,952,34,14.88,73.96,0,1,94,56,0,0,0,0,0,0/0,20,3,0,curated
PLY0284,133,120,2232,56,18.61,80.95,1,3,277,188,0,0,0,0,0,0/0,49,8,0,curated
PLY0285,46,32,393,22,12.3,69.12,0,0,31,16,0,0,0,0,0,0/0,7,0,0,curated
PLY0286,131,118,2181,56,18.49,80.73,0,3,269,182,0,0,0,0,0,0/0,48,8,0,curated
PLY0287,161,156,3221,71,20.65,84.78,1,5,445,316,0,0,0,0,0,0/0,71,12,12,curated
PLY0288,94,76,1197,39,15.75,75.6,0,1,125,77,0,0,0,0,0,0/0,25,4,4,curated
PLY0289,136,124,2338,58,18.86,81.42,1,3,294,201,0,0,0,0,0,0/0,51,8,8,curated
PLY0290,61,45,602,27,13.39,71.16,0,0,53,29,0,0,0,0,0,0/0,11,1,1,curated
PLY0291,136,124,2336,58,18.84,81.39,1,3,294,200,136,118,25,14.11,8.96,5/29,51,8,0,curated
PLY0292,99,81,1306,41,16.13,76.31,0,2,140,88,99,75,13,12.42,8.25,3/21,28,4,0,curated
PLY0293,140,129,1955,47,15.16,76.95,0,3,249,171,140,123,27,14.28,9.03,5/29,54,9,0,curated
PLY0294,107,90,1505,45,16.72,77.42,0,2,167,107,107,83,13,14.47,8.39,4/23,32,5,0,curated
PLY0295,151,143,2845,65,19.9,83.37,1,4,378,265,151,137,32,14.77,9.24,5/32,62,11,0,curated
PLY0296,93,75,945,31,12.6,71.63,0,1,98,61,93,69,11,12.15,8.14,3/20,25,4,0,curated
PLY0297,90,72,1112,37,15.45,75.04,0,1,114,69,90,66,12,11.58,7.08,3/19,23,3,0,curated
PLY0298,134,121,2262,57,18.7,81.12,1,3,282,192,134,115,28,13.2,7.92,4/28,50,8,0,curated
PLY0299,60,44,584,26,13.27,70.95,0,0,51,28,60,38,6,10.49,6.51,2/13,11,1,0,curated
PLY0300,114,98,1687,48,17.22,78.36,0,2,193,126,114,91,20,12.46,7.54,4/24,37,6,0,curated
PLY0301,73,56,259,10,4.63,107.23,0,0,24,14,73,49,7,11.23,7.75,2/16,16,2,0,curated
PLY0302,69,52,232,9,4.48,106.43,0,0,21,12,69,46,6,11.08,7.69,2/15,14,2,0,curated
PLY0303,71,58,242,10,4.18,113.36,0,0,25,16,71,53,9,8.98,8.22,3/21,20,3,0,curated
PLY0304,98,89,482,16,5.42,122.67,0,0,60,41,98,84,18,10.22,8.94,5/28,36,6,0,curated
PLY0305,96,86,457,16,5.32,121.9,0,0,56,38,96,82,17,10.12,8.88,4/28,35,6,0,curated
PLY0306,91,81,414,15,5.12,120.38,0,0,49,33,91,76,15,9.92,8.76,4/26,32,5,0,curated
PLY0307,115,111,687,21,6.19,128.43,0,0,94,66,115,107,26,10.99,9.38,5/33,49,8,0,curated
PLY0308,64,51,197,9,3.87,111.02,0,0,20,12,64,46,7,8.67,8.04,3/19,16,2,0,curated
PLY0309,80,68,313,12,4.61,116.55,0,0,35,22,80,63,12,9.41,8.47,4/23,25,4,0,curated
PLY0310,105,98,564,18,5.76,125.17,0,0,73,50,105,93,21,10.56,9.13,5/30,42,7,0,curated
PLY0311,87,69,1050,36,15.23,74.62,0,1,106,64,0,0,0,0,0,0/0,22,3,0,curated
PLY0312,160,155,3185,70,20.55,84.59,1,5,438,310,0,0,0,0,0,0/0,70,12,0,curated
PLY0313,67,50,688,29,13.77,71.89,0,1,62,35,0,0,0,0,0,0/0,13,2,0,curated
PLY0314,69,52,726,30,13.96,72.24,0,1,67,38,0,0,0,0,0,0/0,14,2,0,curated
PLY0315,137,125,2360,58,18.88,81.47,1,3,297,203,0,0,0,0,0,0/0,52,9,0,curated
PLY0316,140,129,2464,60,19.1,81.88,1,3,314,216,0,0,0,0,0,0/0,54,9,0,curated
PLY0317,49,34,425,23,12.51,69.52,0,0,35,18,0,0,0,0,0,0/0,8,1,1,curated
PLY0318,129,115,2107,55,18.32,80.42,0,3,257,173,129,109,20,15.67,8.7,4/27,46,8,0,curated
PLY0319,126,112,2024,53,18.08,79.96,0,3,244,163,126,105,21,13.64,8.76,4/26,44,7,0,curated
PLY0320,122,107,1520,41,14.21,74.97,0,2,181,120,122,101,20,13.49,8.7,4/26,42,7,0,curated
PLY0321,123,108,1538,41,14.24,75.05,0,2,183,122,123,102,20,13.52,8.71,4/26,42,7,0,curated
PLY0322,47,33,332,18,10.08,66.37,0,0,27,13,47,28,3,10.05,7.26,2/10,7,1,0,curated
PLY0323,106,89,1185,35,13.32,73.13,0,1,131,84,106,82,15,12.75,8.39,4/22,32,5,0,curated
PLY0324,119,104,1458,40,14.02,74.59,0,2,171,112,119,97,19,13.34,8.64,4/25,40,6,0,curated
PLY0325,60,44,585,27,13.31,71.03,0,0,51,28,60,38,6,10.51,6.52,2/13,11,1,0,curated
PLY0326,78,66,803,32,12.17,56.33,0,0,89,57,78,61,13,8.89,7.41,4/23,24,4,0,curated
PLY0327,72,59,251,11,4.26,113.96,0,0,27,17,72,54,9,9.06,8.27,3/21,20,3,0,curated
PLY0328,87,76,373,14,4.92,118.9,0,0,43,29,87,71,14,9.72,8.65,4/25,29,5,0,curated
PLY0329,82,70,329,13,4.71,117.34,0,0,37,24,82,65,12,9.51,8.53,4/24,26,4,0,curated
PLY0330,64,51,197,9,3.88,111.07,0,0,20,12,64,46,7,8.68,8.05,3/19,16,2,0,curated
PLY0331,117,113,711,21,6.3,129.26,0,0,98,70,117,110,27,11.1,9.44,5/34,51,9,0,curated
PLY0332,105,98,562,18,5.74,125.04,0,0,73,50,105,93,21,10.54,9.12,5/30,42,7,0,curated
PLY0333,66,53,209,9,3.95,111.63,0,0,21,13,66,48,8,8.75,8.09,3/19,17,2,0,curated
PLY0334,66,53,211,9,3.99,111.91,0,0,21,13,66,48,8,8.79,8.11,3/19,17,2,0,curated
PLY0335,85,74,358,13,4.85,118.37,0,0,41,27,85,69,15,9.16,7.61,4/25,28,4,0,curated
PLY0336,90,79,398,14,5.04,119.78,0,0,47,31,90,74,17,9.31,7.72,4/26,31,5,0,curated
PLY0337,64,51,198,9,3.89,111.21,0,0,20,12,64,46,8,8.4,7.06,3/19,16,2,0,curated
PLY0338,58,45,161,8,3.6,109.0,0,0,15,9,58,40,7,8.16,6.89,3/17,13,2,0,curated
PLY0339,99,90,493,17,5.48,123.14,0,0,62,42,99,86,21,9.67,7.97,5/29,37,6,0,curated
PLY0340,41,29,81,5,2.82,103.14,0,0,6,3,41,26,4,7.54,6.44,2/12,7,1,0,curated
PLY0341,133,120,2232,56,18.61,80.95,1,3,277,188,0,0,0,0,0,0/0,49,8,0,curated
PLY0342,52,37,469,24,12.69,69.86,0,0,39,20,0,0,0,0,0,0/0,8,1,0,curated
PLY0343,72,55,778,31,14.16,72.62,0,1,73,42,0,0,0,0,0,0/0,15,2,0,curated
PLY0344,130,117,2152,55,18.4,80.56,0,3,264,178,0,0,0,0,0,0/0,47,8,0,curated
PLY0345,76,63,758,32,12.04,56.07,0,0,83,53,0,0,0,0,0,0/0,22,3,0,curated
PLY0346,117,113,1699,51,15.04,61.7,0,1,235,167,0,0,0,0,0,0/0,51,9,0,curated
PLY0347,47,35,346,20,9.89,52.05,0,0,31,17,0,0,0,0,0,0/0,9,1,0,curated
PLY0348,66,53,599,27,11.3,54.69,0,0,61,38,0,0,0,0,0,0/0,17,2,0,curated
PLY0349,45,33,323,20,9.8,51.88,0,0,28,15,0,0,0,0,0,0/0,8,1,0,curated
PLY0350,62,49,539,26,11.01,54.14,0,0,54,32,0,0,0,0,0,0/0,15,2,0,curated
PLY0351,44,32,252,16,7.88,49.42,0,0,22,12,44,28,3,7.77,7.53,2/13,8,1,0,curated
PLY0352,50,37,304,17,8.23,50.14,0,0,28,16,50,33,4,8.05,7.69,2/15,10,1,0,curated
PLY0353,44,32,252,16,7.89,49.44,0,0,22,12,44,28,3,7.78,7.53,2/13,8,1,0,curated
PLY0354,84,72,725,28,10.07,53.98,0,0,84,55,84,67,13,9.59,8.58,4/24,27,4,0,curated
PLY0355,84,72,723,28,10.05,53.93,0,0,83,54,84,67,13,9.57,8.56,4/24,27,4,0,curated
PLY0356,117,113,1341,40,11.87,57.73,0,1,185,131,117,110,27,11.09,9.44,5/34,51,9,0,curated
PLY0357,87,76,778,29,10.25,54.34,0,0,91,60,87,71,14,9.74,8.66,4/25,29,5,0,curated
PLY0358,108,101,1146,37,11.35,56.65,0,1,151,105,108,97,22,10.66,9.19,5/31,44,7,0,curated
PLY0359,109,103,1177,37,11.43,56.81,0,1,156,109,109,99,23,10.72,9.23,5/32,45,7,0,curated
PLY0360,115,110,1290,39,11.73,57.45,0,1,176,124,115,107,29,10.22,8.37,5/33,49,8,0,curated
PLY0361,61,48,178,8,3.73,109.96,0,0,17,10,61,43,7,8.53,7.96,3/18,15,2,0,curated
PLY0362,76,63,278,11,4.42,115.17,0,0,30,19,76,59,10,9.22,8.36,4/22,22,3,0,curated
PLY0363,106,99,573,18,5.8,125.48,0,0,75,52,106,95,21,10.6,9.15,5/31,42,7,0,curated
PLY0364,91,80,408,15,5.11,120.3,0,0,49,32,91,76,15,9.91,8.76,4/26,32,5,0,curated
PLY0365,72,59,251,11,4.26,113.97,0,0,27,17,72,54,9,9.06,8.27,3/21,20,3,0,curated
PLY0366,105,98,564,18,5.76,125.2,0,0,73,50,105,93,21,10.56,9.13,5/30,42,7,0,curated
PLY0367,112,106,640,20,6.04,127.29,0,0,86,60,112,102,24,10.84,9.29,5/32,47,8,0,curated
PLY0368,99,90,492,16,5.47,123.03,0,0,62,42,99,86,18,10.27,8.97,5/29,37,6,0,curated
PLY0369,50,38,123,7,3.26,106.43,0,0,11,6,50,33,4,8.06,7.69,2/15,10,1,0,curated
PLY0370,111,105,630,20,6.01,127.05,0,0,84,59,111,101,23,10.81,9.27,5/32,46,8,0,curated
PLY0371,48,36,358,21,9.97,52.19,0,0,32,18,0,0,0,0,0,0/0,9,1,0,curated
PLY0372,74,61,724,31,11.88,55.78,0,0,78,49,0,0,0,0,0,0/0,21,3,0,curated
PLY0373,109,103,1488,47,14.45,60.6,0,1,197,138,0,0,0,0,0,0/0,45,7,0,curated
PLY0374,89,78,1014,37,13.0,57.88,0,1,121,80,0,0,0,0,0,0/0,30,5,0,curated
PLY0375,58,45,482,24,10.73,53.62,0,0,47,27,0,0,0,0,0,0/0,13,2,0,curated
PLY0376,102,94,1305,43,13.89,59.55,0,1,166,114,0,0,0,0,0,0/0,39,6,0,curated
PLY0377,77,65,788,32,12.14,56.26,0,0,87,56,0,0,0,0,0,0/0,23,3,0,curated
PLY0378,38,27,250,17,9.29,50.92,0,0,21,11,0,0,0,0,0,0/0,6,0,0,curated
PLY0379,116,112,1671,51,14.93,61.49,0,1,229,162,0,0,0,0,0,0/0,50,8,0,curated
PLY0380,59,46,495,25,10.77,53.7,0,0,48,28,0,0,0,0,0,0/0,14,2,0,curated
PLY0381,58,45,387,19,8.62,50.96,0,0,37,22,58,40,7,8.15,6.88,3/17,13,2,0,curated
PLY0382,65,52,470,22,9.04,51.84,0,0,48,29,65,47,9,8.43,7.08,3/19,17,2,0,curated
PLY0383,95,85,904,32,10.65,55.18,0,1,111,75,95,80,19,9.5,7.85,4/27,34,5,0,curated
PLY0384,98,89,964,33,10.84,55.58,0,1,120,82,98,84,20,9.63,7.94,5/28,36,6,0,curated
PLY0385,55,42,357,19,8.51,50.72,0,0,34,20,55,38,6,8.07,6.83,3/16,12,1,0,curated
PLY0386,102,94,1038,34,11.05,56.02,0,1,132,91,102,89,19,10.41,9.04,5/30,39,6,0,curated
PLY0387,51,38,314,17,8.26,50.22,0,0,29,16,51,34,5,8.09,7.71,2/15,11,1,0,curated
PLY0388,70,57,529,23,9.29,52.36,0,0,56,34,70,52,9,8.94,8.2,3/20,19,3,0,curated
PLY0389,112,107,1242,39,11.61,57.19,0,1,167,118,112,103,24,10.87,9.31,5/32,47,8,0,curated
PLY0390,113,108,1260,39,11.67,57.32,0,1,171,120,113,104,25,10.93,9.34,5/33,48,8,0,curated
PLY0391,110,104,620,19,5.97,126.78,0,0,82,58,110,100,23,10.77,9.25,5/32,45,8,0,curated
PLY0392,66,53,209,9,3.95,111.61,0,0,21,13,66,48,8,8.75,8.09,3/19,17,2,0,curated
PLY0393,73,60,257,11,4.3,114.22,0,0,27,17,73,55,9,9.1,8.29,3/21,21,3,0,curated
PLY0394,82,70,328,13,4.69,117.21,0,0,37,24,82,65,12,9.49,8.52,4/24,26,4,0,curated
PLY0395,67,54,216,9,4.0,112.03,0,0,22,13,67,49,8,8.8,8.12,3/20,18,2,0,curated
PLY0396,65,52,204,9,3.93,111.5,0,0,21,12,65,47,7,8.73,8.08,3/19,17,2,0,curated
PLY0397,49,36,114,6,3.18,105.86,0,0,10,5,49,32,4,7.98,7.65,2/14,10,1,0,curated
PLY0398,76,63,277,11,4.41,115.04,0,0,30,19,76,58,10,9.21,8.35,4/22,22,3,0,curated
PLY0399,110,104,622,19,5.99,126.91,0,0,83,58,110,100,23,10.79,9.26,5/32,46,8,0,curated
PLY0400,65,52,204,9,3.94,111.53,0,0,21,12,65,47,7,8.74,8.08,3/19,17,2,0,curated
PLY0401,81,69,856,34,12.42,56.78,0,0,97,63,0,0,0,0,0,0/0,25,4,0,curated
PLY0402,100,91,1254,43,13.78,59.34,0,1,158,108,0,0,0,0,0,0/0,38,6,0,curated
PLY0403,47,35,347,20,9.92,52.09,0,0,31,17,0,0,0,0,0,0/0,9,1,0,curated
PLY0404,110,104,1505,47,14.48,60.65,0,1,200,140,0,0,0,0,0,0/0,45,8,0,curated
PLY0405,98,89,1216,42,13.67,59.13,0,1,152,104,0,0,0,0,0,0/0,37,6,0,curated
PLY0406,102,94,1309,44,13.93,59.62,0,1,167,115,0,0,0,0,0,0/0,39,6,0,curated
PLY0407,119,116,1754,52,15.13,61.87,0,2,244,174,0,0,0,0,0,0/0,53,9,0,curated
PLY0408,73,60,709,30,11.83,55.68,0,0,76,48,0,0,0,0,0,0/0,21,3,0,curated
PLY0409,88,77,991,37,12.87,57.64,0,1,117,77,0,0,0,0,0,0/0,30,5,0,curated
PLY0410,84,72,909,35,12.63,57.19,0,1,105,69,0,0,0,0,0,0/0,27,4,0,curated
PLY0411,51,38,387,22,10.21,52.64,0,0,36,20,0,0,0,0,0,0/0,11,1,0,curated
PLY0412,105,98,1388,45,14.17,60.07,0,1,180,125,0,0,0,0,0,0/0,42,7,0,curated
PLY0413,82,70,872,34,12.47,56.87,0,0,99,64,0,0,0,0,0,0/0,26,4,0,curated
PLY0414,106,99,1407,46,14.21,60.15,0,1,183,127,0,0,0,0,0,0/0,42,7,0,curated
PLY0415,74,61,727,31,11.92,55.86,0,0,79,50,0,0,0,0,0,0/0,21,3,0,curated
PLY0416,109,103,1489,47,14.46,60.62,0,1,198,138,0,0,0,0,0,0/0,45,7,0,curated
PLY0417,93,83,1099,39,13.24,58.33,0,1,133,89,0,0,0,0,0,0/0,33,5,0,curated
PLY0418,74,61,724,31,11.87,55.76,0,0,78,49,0,0,0,0,0,0/0,21,3,0,curated
PLY0419,66,53,598,27,11.29,54.66,0,0,61,37,0,0,0,0,0,0/0,17,2,0,curated
PLY0420,93,83,1102,39,13.28,58.4,0,1,134,90,0,0,0,0,0,0/0,33,5,0,curated
PLY0421,79,67,821,33,12.26,56.49,0,0,92,59,0,0,0,0,0,0/0,24,4,0,curated
PLY0422,40,29,273,18,9.44,51.2,0,0,23,12,0,0,0,0,0,0/0,7,1,0,curated
PLY0423,45,33,321,20,9.76,51.8,0,0,28,15,0,0,0,0,0,0/0,8,1,0,curated
PLY0424,81,69,856,34,12.41,56.77,0,0,97,63,0,0,0,0,0,0/0,25,4,0,curated
PLY0425,55,42,442,23,10.53,53.24,0,0,42,24,0,0,0,0,0,0/0,12,1,0,curated
PLY0426,89,78,1013,37,13.0,57.87,0,1,120,80,0,0,0,0,0,0/0,30,5,0,curated
PLY0427,65,52,582,27,11.2,54.5,0,0,59,36,0,0,0,0,0,0/0,17,2,0,curated
PLY0428,59,46,497,25,10.82,53.79,0,0,49,29,0,0,0,0,0,0/0,14,2,0,curated
PLY0429,112,107,1570,49,14.68,61.02,0,1,212,149,0,0,0,0,0,0/0,47,8,0,curated
PLY0430,70,57,659,29,11.58,55.21,0,0,69,43,0,0,0,0,0,0/0,19,3,0,curated
PLY0431,118,114,1716,52,15.06,61.73,0,1,237,169,0,0,0,0,0,0/0,52,9,0,curated
PLY0432,41,29,275,18,9.52,51.34,0,0,23,12,0,0,0,0,0,0/0,7,1,0,curated
PLY0433,110,104,1511,48,14.53,60.75,0,1,202,141,0,0,0,0,0,0/0,46,8,0,curated
PLY0434,108,101,1447,46,14.33,60.38,0,1,190,132,0,0,0,0,0,0/0,44,7,0,curated
PLY0435,110,104,1511,48,14.54,60.76,0,1,202,141,0,0,0,0,0,0/0,46,8,0,curated
PLY0436,53,40,414,22,10.37,52.94,0,0,39,22,0,0,0,0,0,0/0,11,1,0,curated
PLY0437,50,37,375,21,10.15,52.54,0,0,34,19,0,0,0,0,0,0/0,10,1,0,curated
PLY0438,105,97,1369,45,14.12,59.98,0,1,177,123,0,0,0,0,0,0/0,41,7,0,curated
PLY0439,98,89,1215,42,13.66,59.11,0,1,152,103,0,0,0,0,0,0/0,37,6,0,curated
PLY0440,44,32,310,19,9.71,51.71,0,0,27,15,0,0,0,0,0,0/0,8,1,0,curated
PLY0441,42,30,287,19,9.58,51.47,0,0,25,13,0,0,0,0,0,0/0,7,1,0,curated
PLY0442,116,112,1676,51,14.97,61.57,0,1,231,163,0,0,0,0,0,0/0,50,9,0,curated
PLY0443,100,91,1253,42,13.77,59.32,0,1,158,108,0,0,0,0,0,0/0,38,6,0,curated
PLY0444,46,34,335,20,9.87,52.0,0,0,30,16,0,0,0,0,0,0/0,9,1,0,curated
